Number Of Reviews',Reviewer Name,Location,Review Date,Review Title,Review Text,Date Of Experience,Star Rating,Response Date,Response Text,Bakery Name,Overall Rating
16 reviews,Delicious Melicious,GB,04-Jun-20,Yummy Pies!,"I ordered a few pies via mail order and we were impressed with the excellent service and good communication.  I ordered Steak & Ale and Chicken, ham & leek.  The pies were packed full of filling (both varieties were delicious) and the pastry was melt-in-the-mouth.  Will definitely order again!",Date of experience: 04 June 2020,Rated 5 out of 5 stars,06-Jun-20,"Thank you for your review.  We do only source the best quality ingredients and it really makes it easier for us to offer a high quality product, but it is nice to hear back from our customers, confirming that we are on the right track!",mumanddadskitchen.co.uk,4.9
3 reviews,Craigy Craig,GB,18-Mar-22,Amazing pies ??. And GF!!!,"My partner brought home a massive bag of pies today and I couldn’t be happier. She is coeliac and after trying your mince pies at Christmas, said that this was the pastry she had tried since being diagnosed. I’ve just finished off a rhubarb and custard pie and it was amazing, the filling and pastry were top notch. I can’t wait to tuck into the savoury pies as well but trust me, these are good.",Date of experience: 18 March 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
47 reviews,Joanne Dellar,GB,06-Jun-20,These pies are simply the best!,These pies are simply the best! You will not find this 5* quality in any supermarket nor in many restaurants.  Just tried the hunters chicken and steak and ale and they were divine! Delicious shortcrust pastry (gluten free  if thats your thing too ????) generously filled with tender meat and gravy. Will definitely be trying the rest of the range!  I totally wowed the family serving these beauties up which was a lovely night off for me ??. Thanks so much Mum and Dads kitchen!,Date of experience: 06 June 2020,Rated 5 out of 5 stars,23-Jun-20,Thank you so much for your review- means so much to us!,mumanddadskitchen.co.uk,4.9
1 review,JohnB,GB,08-Jun-20,Everyone loves a pie,"Everyone loves a pie but only if it's a good one. I have tried 3 different MAD-K pies so far and all have been excellent without disappointment.
Highly recommended, good quality, fulfilling pies and all gluten free!",Date of experience: 08 June 2020,Rated 5 out of 5 stars,10-Jun-20,"Thank you for your lovely review, we really appreciate the feedback.",mumanddadskitchen.co.uk,4.9
10 reviews,Sarah Chandler,GB,21-Jun-22,Hooked on heavenly pies!,"Just driven to collect our second batch of gf pies, think we are hooked! Hubby is coeliac and we both eat gf all the time, I can honestly say these are the best pies I’ve ever eaten, the pastry is amazing and the fillings are packed in well and tasty, the steak in them is so tender! These pies put some of the awful ones in the supermarket to shame! Thank you and keep doing what you’re doing!!",Date of experience: 21 June 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
21 reviews,Gary Taw,GB,27-Mar-21,Pies or Puds - it's got to be Mum and Dads Kitchen,"I have been enjoying pies and puds from Mum and Dads Kitchen for well over a year and I just love them all - taste, flavour and price all amazing!
Should mention, the pud was actually three different Christmas Puddings - wow!",Date of experience: 27 March 2021,Rated 5 out of 5 stars,11-Apr-21,Thank you Gary! So glad you enjoy our products!,mumanddadskitchen.co.uk,4.9
2 reviews,wen flem,GB,25-Jul-23,First time placing an order with Mad K…,"First time placing an order with Mad K pies and definitely won't be the last. The first pies I tried was the chip chop chicken curry pie. Oh my ,it was so good. So good in fact I had to double check they were in fact a gluten free bakers. Best pies I've tasted since being diagnosed as coeliac and theyre a decent size. I'd all but given up on gluten free pastry, it usually tastes of sadness and disappointment.  I can't wait to try the rest. Everything arrived really well packaged, still frozen and ready to pop into the freezer. Super friendly customer service. 5*****",Date of experience: 25 July 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
5 reviews,SARAH PARKER,GB,26-Dec-21,The best GF pastry I’ve tasted,"Great service; speedy delivery in time for Christmas, and most importantly tasted amazing! Their GF pastry is so deserving of their awards; the chorizo and bacon quiche is divine. Thank you for making a coeliac very happy.",Date of experience: 26 December 2021,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
2 reviews,Carys Reckless,GB,21-Jul-20,Lovely people conjuring GF magic!,"I’ve had to go GF and as a Northern Bird, I miss a decent pie! Having been utterly disappointed with even the ‘high end’ of GF pies available in supermarkets, my GF colleague pointed me in the direction of MAD-K. Wowzers! I was not disappointed! A proper pie, no soggy crust and plenty of filling! I got a bonus apple cake pack with my order and can verify Mum and Dad make GF cakes and pies that you won’t notice are GF. I’m hoping they’ll turn their hand to bread soon! My GF life would be complete!",Date of experience: 21 July 2020,Rated 5 out of 5 stars,21-Jul-20,We aim to please!!! Thank you for your detailed and super enthusiastic review! The MAD K TEAM!,mumanddadskitchen.co.uk,4.9
8 reviews,Kerry M,LC,12-Feb-23,Amazing quality gluten free pies,"Amazing quality gluten free pies, sausage rolls and quiche! Also fab delivery as I needed it sent after a certain date which was done too :) will definitely order again!",Date of experience: 05 February 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
1 review,Terry Gardener,GB,09-Oct-20,Mad Ks wonderful pies,"Well i've got to tell you... you would never believe that these pies are gluten free!! they're big well filled and delicious. Ive been going back for more for over three years now.
Customer service is brilliant, friendly, helpful, just lovely people..
only gripe is the website !!! not user friendly, could certainly do with bringing up to speed must lose more custom than it attracts ...",Date of experience: 09 October 2020,Rated 5 out of 5 stars,09-Oct-20,Thank you for your review of our products! We do our best to accommodate everyone.  As for the website we are constantly updating it and have done so again this last month.  Feel free to email us with any suggestions and if we can we will try to action any changes.,mumanddadskitchen.co.uk,4.9
3 reviews,Abigail,GB,23-Dec-20,A friendly local business,"A friendly local business who, in normal circumstances, supply their cakes and pies to many restaurants and cafés in the local area.

I ordered my Christmas puddings and mince pies online and the service I received was very efficient.

The mince pies are delicious but we haven’t had the puddings yet of course!",Date of experience: 23 December 2020,Rated 5 out of 5 stars,14-Feb-21,Thanks so much Abi!,mumanddadskitchen.co.uk,4.9
21 reviews,Emery,GB,17-Nov-22,As normal everything was spot on,"As normal everything was spot on , ease of ordering on the website, delivery, packaging, and definitely the pies were absolutely gorgeous! There hasn’t been any compromise on quality
Thanks for everything again ??",Date of experience: 17 November 2022,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
4 reviews,Mr Plectrum,GB,07-Jun-20,Love at first bite,"You can tell the owners are passionate about pies. Each pie is made with top quality ingredients and it really shows. I would say that the Steak and Ale pie was the best I'd ever tasted.
With their comprehensive range, whether you are a sweet tooth or savory fan, you'll have plenty to choose from from the Mum and Dads Kitchen website.",Date of experience: 07 June 2020,Rated 5 out of 5 stars,10-Jun-20,"Thank you for the lovely review, so glad you love our Steak and Ale; it is a really popular one.",mumanddadskitchen.co.uk,4.9
10 reviews,Terence J Gardener,GB,11-Dec-23,Amazing Gluten free pies and cakes,The products are amazing and the fabulous friendly service makes this the best totally Gluten Free producer that we’ve found  All the products that we’ve sampled are top class so we keep going back ????,Date of experience: 19 November 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
22 reviews,Sandi,GB,11-Sep-21,My first time of purchasing from MAD…,"My first time of purchasing from MAD and after having eaten one pie, I am delighted with the quality of this product.
Service and communication has been first class with cost wonderful for the size and amount of meat within.
It’s good to trust a company when you are coeliac. No after effects for me so thank you MAD.
I will definitely purchase again.",Date of experience: 11 September 2021,Rated 5 out of 5 stars,10-Oct-21,Thank you! Your kind words make us happy!,mumanddadskitchen.co.uk,4.9
5 reviews,J Dodds,GB,12-May-23,Best place for Savouries and cakes if you are gluten tolerant,"I found this place as I was having work done at the garage next door and all the Mechanics were eating their Pies when I came back.
My Auntie and Cousin both have Coeliac and so they have to eat Gluten Free foods.
The selections available are 5* and the taste in everything are Impressive.
My Auntie came down from Glasgow so we got some pies and cakes to try and she was really impressed that we did a second order that was taken back to Glasgow. As we informed them that it was going back to Scotland they packed the food with icepacks to keep it all fresh.
I am going up to see family in July so I will making my 3 order with them to take up with me. Anyone who has Coeliac and has to eat Gluten Free foods I would recommend this any day of the week 5*****",Date of experience: 19 April 2023,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
5 reviews,Ann Simmons,GB,01-Dec-20,Lovely Food. Great people.,"I have been purchasing Gluten Free Pies and Cakes from Mum and Dads Kitchen for some years now. I can't speak too highly of their products. It is not always easy to find Gluten Free food that is really tasty, but with this company it's easy! I have purchased Fruit Pies, Sausage Rolls and delicious Cakes many times and they are wonderful. My Husband loves them too and he isn't Coeliac! I would not hesitate to recommend them to anyone. Their Customer Service is also terrific. I hope to keep buying from Jane and Dave for a long time. Well dona to all.",Date of experience: 01 December 2020,Rated 5 out of 5 stars,02-Dec-20,Oh Wow! Thank you SO much :) we are always striving to better ourselves and your kind words give us more inspiration to carry on doing so!,mumanddadskitchen.co.uk,4.9
10 reviews,Stuart Andrews,GB,18-Nov-21,Love these guys !,"Love these guys !! They make good, honest tasty food. Have ordered several times before and they always delivery a great service with amazing food ! You wouldn't know you eating gf, they taste amazing! Go try them........",Date of experience: 18 November 2021,Rated 5 out of 5 stars,,,mumanddadskitchen.co.uk,4.9
