Bakery Name,Overall Rating,Review Date,Location,Review Text,Reviewer Name,Star Rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,,,,,
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
Ho's Bakery,4.1,27-Aug-10,Manchester,"Great food, great people - friendly and helpful. The cakes are awesome! Every year for my girlfriend's birthday I order a cake without fail.",Qype User (tin_la…),5 star rating
Ho's Bakery,4.1,23-Jan-11,"Salford, Greater Manchester","If I am near Ho's I cannot walk past I have to go in and buy egg tarts, pork buns and anything else that takes my fancy.the Best bubble tea in Manchester, Can sometimes be busy but well worth the wait. if its busy inside its lovely to walk around china town.",Qype User (GeneGe…),5 star rating
Ho's Bakery,4.1,25-May-11,Manchester,"found Ho by chance. on a rainy cold sunday i was in manchester to support a friend in the manchester 10km. after sending him on his way i needed a hot drink and a snack. found Ho, good selection of snacks, sweet and savoury...two cups of coffee and a pork roll. good fresh food and friendly staff.  recommend this place.",Qype User (bozbu…),4 star rating
Ho's Bakery,4.1,13-Aug-11,Manchester,"Amazing staff  always happy to talk about the food and other things, food is also amazing  all freshly baked. Been going here since I was young and I still love it today! I usually grab something light to eat in here before concerts in manchester and I just love sitting in there with something to eat!",Qype User (Tile…),5 star rating
Ho's Bakery,4.1,30-Sep-09,Manchester,"nice staff, nice food (though overpriced dumplings, sadly) if you have a sweet tooth, come here often. also nice for a quick snack.",Qype User (tsukak…),3 star rating
Ho's Bakery,4.1,20-Jan-09,Manchester,"This bakery sells authentic chinese cakes and buns anything for the sweet tooth.
The prices are reasonable compared to the other chinese bakery in chinatown.
They are slightly more expensive than our typical english bakeries.


U can order birthday cakes made of cream and fresh fruit in a lightly baked sponge not the very sweet and nasty royal icing type u get at the english bakers.",Qype User (jscwa…),2 star rating
